run_id,case_id,antibody_id,step,blocked_rate_window_x,veto_streak_x,action_toggle_rate_x,SoMS_cumsum_window_x,recovery_time_est,pressure_index,soms_slope_5,toggle_rate_ma_5,blocked_rate_ma_5,soms_slope_10,toggle_rate_ma_10,blocked_rate_ma_10,toggle_over_th_streak_10,blocked_over_partialseal_streak_10,SoMS_cumsum_window_y,action_toggle_rate_y,blocked_rate_window_y,veto_streak_y,conflict_density_proxy,y_soms_runaway,y_osc_nonrecover,y_conflict_selfamp
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,23,0.0,0,0.0,8.6,,0.086,1.1350000000000002,0.0,0.0,0.8118181818181819,0.0,0.0,0,0,8.6,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,24,0.0,0,0.0,9.4,,0.094,0.9300000000000005,0.0,0.0,0.8860606060606061,0.0,0.0,0,0,9.4,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,25,0.0,0,0.0,10.2,,0.102,0.8000000000000004,0.0,0.0,0.9400000000000002,0.0,0.0,0,0,10.2,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,26,0.0,0,0.0,11.0,,0.11,0.8000000000000004,0.0,0.0,0.9660606060606064,0.0,0.0,0,0,11.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,27,0.0,0,0.0,11.8,,0.11800000000000001,0.8000000000000006,0.0,0.0,0.9560606060606063,0.0,0.0,0,0,11.8,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,28,0.0,0,0.0,13.250000000000002,,0.1325,0.9300000000000018,0.0,0.0,0.9366666666666671,0.0,0.0,0,0,13.250000000000002,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,29,0.0,0,0.0,14.05,,0.1405,0.9950000000000006,0.0,0.0,0.898484848484849,0.0,0.0,0,0,14.05,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,B_GOVERNED,antibody_A,0,0.0,0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,B_GOVERNED,antibody_A,1,0.0,0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,B_GOVERNED,antibody_A,2,0.0,0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,B_GOVERNED,antibody_A,3,0.0,0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,B_GOVERNED,antibody_A,4,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,B_GOVERNED,antibody_A,5,0.0,0,0.0,0.6,,0.006,0.11999999999999998,0.0,0.0,,,,0,0,0.6,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,B_GOVERNED,antibody_A,6,0.0,0,0.0,1.15,,0.0115,0.29,0.0,0.0,,,,0,0,1.15,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,B_GOVERNED,antibody_A,7,0.0,0,0.0,1.65,,0.0165,0.44499999999999995,0.0,0.0,,,,0,0,1.65,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,B_GOVERNED,antibody_A,8,0.0,0,0.0,2.1,,0.021,0.525,0.0,0.0,,,,0,0,2.1,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,B_GOVERNED,antibody_A,9,0.0,0,0.0,2.5,,0.025,0.47500000000000003,0.0,0.0,0.29999999999999993,0.0,0.0,0,0,2.5,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,B_GOVERNED,antibody_A,10,0.0,0,0.0,2.8499999999999996,,0.028499999999999998,0.42499999999999993,0.0,0.0,0.3584848484848484,0.0,0.0,0,0,2.8499999999999996,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,B_GOVERNED,antibody_A,11,0.0,0,0.0,3.15,,0.0315,0.37500000000000017,0.0,0.0,0.39878787878787886,0.0,0.0,0,0,3.15,0.0,0.0,0.0,0.0,0,0,0
